client_id,idade,sexo,cidade,estado,perfil_investidor,saldo_inicial,saldo_6_meses,saldo_12_meses,logins_mes,tempo_app_min_mes,contato_assessor,ativos_carteira,assessor_principal,perfil_assessor,tempo_casa_assessor_anos,qtd_clientes_assessor,tempo_resposta_horas,dias_sem_login,abriu_email_marketing,clicou_oferta,lucro_12_meses,churn,variacao_saldo_12m_perc,score_engajamento,interacao_assessor,cliente_vip,risco_inativo,teve_lucro,churn_probability,risk_segment,processed_at
28,50,Masculino,São Paulo,RJ,Moderado,126845.87,151237.39,86533.39,9,89,5,"Renda Fixa, Exterior",Ana Souza,Moderado,2.1,174,17.1,10,1,1,-40312.48,0,-31.780679970108604,72.81818181818181,0.29239766081871343,0,0,0,0.0066345446,Baixo,2026-05-11T20:10:58.511270
29,29,Masculino,Curitiba,PR,Moderado,32138.87,38431.8,23953.19,24,420,4,"Cripto, Renda Fixa, Ações",Carlos Silva,Agressivo,5.4,350,40.1,23,0,1,-8185.68,0,-25.4697193771903,420.0,0.0997506234413965,0,0,0,0.00058320427,Baixo,2026-05-11T20:10:58.511270
30,39,Feminino,Porto Alegre,SP,Moderado,95310.32,100342.73,139598.33,48,486,4,"FIIs, Ações",Carlos Silva,Conservador,4.5,316,33.6,13,1,0,44288.00999999998,0,46.467171655703154,1666.2857142857142,0.11904761904761904,0,0,1,0.00019538666,Baixo,2026-05-11T20:10:58.511270
31,61,Feminino,Rio de Janeiro,RS,Conservador,143563.03,130909.63,155591.62,48,460,9,"Cripto, Ações",Ana Souza,Conservador,2.6,251,33.3,44,0,0,12028.59,0,8.37861251604957,490.6666666666667,0.2702702702702703,0,1,1,0.010589771,Baixo,2026-05-11T20:10:58.511270
32,42,Masculino,São Paulo,RJ,Agressivo,54917.6,64795.63,33652.24,24,301,2,FIIs,Rafael Gomes,Conservador,7.3,211,16.0,29,1,1,-21265.36,0,-38.722303960843156,240.8,0.125,0,0,0,0.0007985591,Baixo,2026-05-11T20:10:58.511270
33,66,Feminino,Rio de Janeiro,RJ,Conservador,41248.58,42602.04,34313.41,10,116,7,Exterior,Lucas Oliveira,Comercial,6.5,393,37.8,39,1,1,-6935.169999999998,1,-16.813112111980576,29.0,0.1851851851851852,0,1,0,0.994418,Alto,2026-05-11T20:10:58.511270
34,44,Masculino,São Paulo,SP,Moderado,63451.53,75860.07,63765.57,53,234,7,"Ações, FIIs",Rafael Gomes,Comercial,1.4,351,43.3,46,0,1,314.0400000000009,1,0.49492896388786983,263.8723404255319,0.16166281755196307,0,1,1,0.97441655,Alto,2026-05-11T20:10:58.511270
35,59,Masculino,São Paulo,PR,Moderado,49058.62,52928.13,60029.01,35,100,4,"Renda Fixa, Fundos",Patrícia Rocha,Moderado,9.3,161,10.9,43,0,0,10970.39,0,22.361799006983887,79.54545454545455,0.36697247706422015,0,1,1,0.0015815354,Baixo,2026-05-11T20:10:58.511270
36,45,Masculino,Curitiba,RS,Conservador,43767.61,51236.26,55140.38,38,382,7,"Renda Fixa, Cripto, Fundos",Fernanda Alves,Moderado,5.8,386,30.2,34,1,1,11372.77,0,25.98444374732821,414.74285714285713,0.2317880794701987,0,1,1,0.009293824,Baixo,2026-05-11T20:10:58.511270
37,33,Masculino,Rio de Janeiro,PR,Conservador,85545.32,90604.28,127965.48,52,160,9,"Cripto, FIIs, Ações",Carlos Silva,Moderado,2.9,81,19.1,20,0,1,42420.15999999999,0,49.58793771535367,396.1904761904762,0.47120418848167533,0,0,1,0.00043626243,Baixo,2026-05-11T20:10:58.511270
38,32,Feminino,Rio de Janeiro,MG,Moderado,181659.86,172301.59,156002.24,25,425,7,"Cripto, Ações, Fundos",Juliana Mendes,Moderado,2.5,147,47.5,54,0,0,-25657.62,1,-14.123989746551604,193.1818181818182,0.14736842105263157,0,1,0,0.96756786,Alto,2026-05-11T20:10:58.511270
39,64,Feminino,Porto Alegre,MG,Moderado,101904.87,129905.02,110505.45,13,109,2,"Ações, Fundos, Exterior",Lucas Oliveira,Agressivo,1.8,296,23.2,4,0,1,8600.580000000002,0,8.43981254281567,283.4,0.08620689655172414,0,0,1,0.0008865601,Baixo,2026-05-11T20:10:58.511270
40,68,Feminino,Porto Alegre,SP,Moderado,38396.16,39343.33,41467.51,38,334,1,"Fundos, Ações, Exterior",Carlos Silva,Comercial,4.5,310,11.3,37,0,0,3071.349999999999,0,7.999107202386901,334.0,0.08849557522123894,0,1,1,0.0044988026,Baixo,2026-05-11T20:10:58.511270
41,61,Masculino,Curitiba,SP,Conservador,16317.36,17346.23,15747.57,55,443,8,"Fundos, Exterior, Ações",Bruno Martins,Conservador,1.8,240,18.6,1,0,0,-569.7900000000009,0,-3.4919251643648295,12182.5,0.4301075268817204,0,0,0,0.00106428,Baixo,2026-05-11T20:10:58.511270
42,72,Feminino,Curitiba,SP,Moderado,139535.07,116134.0,104964.66,39,136,1,"FIIs, Renda Fixa, Exterior",Juliana Mendes,Agressivo,4.5,78,31.6,39,1,1,-34570.41,1,-24.775427424804388,132.6,0.03164556962025316,0,1,0,0.98392594,Alto,2026-05-11T20:10:58.511270
43,69,Masculino,Belo Horizonte,MG,Moderado,77176.95,82995.36,114199.57,0,386,8,"Exterior, Fundos, Renda Fixa",Patrícia Rocha,Moderado,1.9,97,4.1,36,1,1,37022.62000000001,0,47.971084630838625,0.0,1.9512195121951221,0,1,1,0.0006082823,Baixo,2026-05-11T20:10:58.511270
44,74,Feminino,Porto Alegre,PR,Agressivo,164544.36,171613.94,225094.29,55,142,3,"Cripto, Ações",Patrícia Rocha,Moderado,6.7,299,29.2,53,1,0,60549.93000000002,0,36.79854478148022,144.62962962962962,0.10273972602739727,1,1,1,0.0006991629,Baixo,2026-05-11T20:10:58.511270
45,20,Masculino,São Paulo,PR,Conservador,132242.64,107235.96,138656.37,53,274,1,"Exterior, Fundos",Bruno Martins,Agressivo,8.0,275,44.7,48,1,0,6413.729999999981,0,4.84997123469403,296.3673469387755,0.022371364653243846,0,1,1,0.006814799,Baixo,2026-05-11T20:10:58.511270
46,54,Masculino,Rio de Janeiro,SP,Agressivo,159452.05,117317.21,182241.08,3,554,9,"Cripto, Fundos",Ana Souza,Conservador,5.7,321,40.9,57,0,1,22789.03,0,14.29208969091335,28.655172413793103,0.22004889975550124,0,1,1,0.003255139,Baixo,2026-05-11T20:10:58.511270
47,68,Masculino,Curitiba,RS,Agressivo,55117.26,58568.46,44343.76,29,400,0,"Fundos, Renda Fixa, FIIs",Lucas Oliveira,Comercial,7.0,202,3.7,33,1,0,-10773.5,1,-19.54650866171504,341.1764705882353,0.0,0,1,0,0.74312085,Alto,2026-05-11T20:10:58.511270
48,24,Feminino,Rio de Janeiro,PR,Moderado,138779.43,160736.47,151187.47,11,561,3,"Cripto, Renda Fixa",Mariana Costa,Comercial,9.4,377,47.7,10,0,0,12408.04000000001,0,8.94083510791189,561.0,0.06289308176100629,0,0,1,0.00017246381,Baixo,2026-05-11T20:10:58.511270
49,38,Feminino,Rio de Janeiro,MG,Conservador,53548.33,54300.19,65622.04,55,468,8,"Fundos, FIIs, Ações",Lucas Oliveira,Conservador,6.6,334,33.7,35,1,1,12073.70999999999,0,22.547313800449036,715.0,0.2373887240356083,0,1,1,0.013495095,Baixo,2026-05-11T20:10:58.511270
50,26,Feminino,Belo Horizonte,RJ,Moderado,187874.63,157075.13,199832.91,34,454,8,"Cripto, Ações",Juliana Mendes,Comercial,4.0,229,8.2,10,1,0,11958.28,0,6.365031830002804,1403.2727272727273,0.9756097560975611,1,0,1,0.00033169074,Baixo,2026-05-11T20:10:58.511270
51,56,Feminino,Porto Alegre,RJ,Conservador,127638.48,140391.25,190341.73,12,335,3,"Renda Fixa, FIIs, Fundos",Rafael Gomes,Moderado,4.8,351,1.1,8,0,0,62703.25000000001,0,49.125663357946614,446.6666666666667,2.727272727272727,1,0,1,6.223046e-05,Baixo,2026-05-11T20:10:58.511270
52,35,Masculino,Curitiba,RJ,Agressivo,65577.85,49056.39,75428.13,51,257,8,Renda Fixa,Mariana Costa,Moderado,8.7,202,8.6,5,1,0,9850.279999999999,0,15.020742522055844,2184.5,0.9302325581395349,0,0,1,0.0005084179,Baixo,2026-05-11T20:10:58.511270
53,21,Feminino,Rio de Janeiro,RS,Conservador,54632.86,52726.19,51020.34,30,289,5,"Exterior, Fundos, Renda Fixa",Patrícia Rocha,Moderado,1.7,283,40.3,55,1,0,-3612.520000000004,1,-6.612357471309399,154.82142857142858,0.12406947890818859,0,1,0,0.98847467,Alto,2026-05-11T20:10:58.511270
54,42,Feminino,Curitiba,SP,Moderado,38994.39,31118.31,50495.27,37,278,0,Fundos,Patrícia Rocha,Moderado,3.6,72,1.5,33,1,0,11500.88,0,29.493678449643646,302.52941176470586,0.0,0,1,1,0.0006446636,Baixo,2026-05-11T20:10:58.511270
55,31,Masculino,São Paulo,MG,Moderado,139233.55,112873.22,104900.82,42,24,9,"Exterior, Renda Fixa, Ações",Ana Souza,Conservador,6.0,467,11.6,57,1,0,-34332.72999999998,1,-24.65837436451199,17.379310344827587,0.7758620689655172,0,1,0,0.9923724,Alto,2026-05-11T20:10:58.511270
56,67,Masculino,Belo Horizonte,RS,Moderado,44524.41,36571.3,42122.95,22,243,5,"Exterior, Fundos",Fernanda Alves,Comercial,6.9,143,36.5,46,1,1,-2401.460000000006,0,-5.393580734702619,113.74468085106383,0.136986301369863,0,1,0,0.027844759,Baixo,2026-05-11T20:10:58.511270
57,26,Masculino,São Paulo,MG,Conservador,119465.35,111344.6,108983.83,3,274,8,Ações,Lucas Oliveira,Comercial,7.8,419,28.3,36,1,1,-10481.52,1,-8.773690446644157,22.216216216216218,0.2826855123674912,0,1,0,0.9984616,Alto,2026-05-11T20:10:58.511270
58,43,Feminino,Curitiba,MG,Agressivo,53662.37,39210.56,53052.03,51,422,1,"Cripto, Exterior",Ana Souza,Agressivo,3.5,294,37.7,31,1,1,-610.3400000000038,0,-1.137370563394803,672.5625,0.02652519893899204,0,1,0,0.0034314834,Baixo,2026-05-11T20:10:58.511270
59,70,Masculino,Curitiba,SP,Agressivo,132731.82,124592.18,173029.45,15,314,5,"FIIs, Cripto, Exterior",Juliana Mendes,Conservador,1.9,339,35.9,59,0,1,40297.63,0,30.36018793383531,78.5,0.1392757660167131,0,1,1,0.00030866955,Baixo,2026-05-11T20:10:58.511270
60,19,Masculino,Porto Alegre,RJ,Conservador,163173.01,164319.21,169007.38,6,35,1,"Renda Fixa, Ações",Mariana Costa,Comercial,9.6,209,2.9,11,1,0,5834.369999999995,0,3.575572945550245,17.5,0.3448275862068966,0,0,1,0.0011459067,Baixo,2026-05-11T20:10:58.511270
61,37,Masculino,Rio de Janeiro,SP,Moderado,155827.02,154265.1,204852.23,21,108,3,"Fundos, Ações",Bruno Martins,Comercial,1.2,422,42.9,44,1,1,49025.21000000002,0,31.46130241083993,50.4,0.06993006993006994,1,1,1,0.0007069683,Baixo,2026-05-11T20:10:58.511270
62,45,Feminino,Rio de Janeiro,RS,Agressivo,152409.41,141690.53,170521.75,28,190,7,"Cripto, Exterior",Carlos Silva,Agressivo,1.4,334,11.3,31,1,0,18112.34,0,11.884003750162144,166.25,0.6194690265486725,0,1,1,0.003297993,Baixo,2026-05-11T20:10:58.511270
63,64,Masculino,São Paulo,RS,Moderado,38356.76,46161.9,34822.66,10,132,6,"FIIs, Exterior",Rafael Gomes,Moderado,5.2,58,26.8,16,1,1,-3534.099999999999,0,-9.213760494890597,77.6470588235294,0.22388059701492538,0,0,0,0.0008794356,Baixo,2026-05-11T20:10:58.511270
64,24,Feminino,Belo Horizonte,RS,Conservador,18588.6,14632.87,24703.89,55,214,8,FIIs,Juliana Mendes,Comercial,8.3,499,31.1,3,1,0,6115.290000000001,0,32.89806655692199,2942.5,0.2572347266881029,0,0,1,0.0004085429,Baixo,2026-05-11T20:10:58.511270
65,61,Feminino,Rio de Janeiro,SP,Moderado,140090.82,140569.66,114098.47,32,418,6,"Ações, FIIs, Exterior",Carlos Silva,Moderado,7.9,234,8.5,41,1,1,-25992.35000000001,1,-18.553928087507806,318.4761904761905,0.7058823529411765,0,1,0,0.997917,Alto,2026-05-11T20:10:58.511270
66,25,Masculino,Porto Alegre,MG,Agressivo,74301.1,54776.62,59585.37,57,285,0,Cripto,Lucas Oliveira,Agressivo,9.4,344,46.9,32,0,0,-14715.73,0,-19.80553450756449,492.27272727272725,0.0,0,1,0,0.020695101,Baixo,2026-05-11T20:10:58.511270
67,64,Masculino,São Paulo,MG,Agressivo,87036.9,64641.73,91741.47,28,257,1,"Renda Fixa, Ações",Bruno Martins,Comercial,1.8,184,23.7,42,1,1,4704.570000000007,0,5.405259148705902,167.34883720930233,0.04219409282700422,0,1,1,0.015656658,Baixo,2026-05-11T20:10:58.511270
68,52,Feminino,São Paulo,PR,Moderado,7198.67,7517.71,6009.19,58,23,5,FIIs,Patrícia Rocha,Moderado,4.1,159,3.2,47,1,1,-1189.48,1,-16.523607833113623,27.791666666666668,1.5625,0,1,0,0.9883731,Alto,2026-05-11T20:10:58.511270
69,31,Masculino,Porto Alegre,RS,Conservador,52655.71,54741.46,32024.06,38,140,6,"Cripto, Ações",Ana Souza,Conservador,3.2,118,45.0,42,0,1,-20631.65,1,-39.18217036670856,123.72093023255815,0.13333333333333333,0,1,0,0.9973429,Alto,2026-05-11T20:10:58.511270
70,34,Masculino,Belo Horizonte,MG,Moderado,7701.6,9448.48,9114.6,11,227,2,Ações,Mariana Costa,Moderado,8.7,185,28.3,8,0,1,1413.0,0,18.346837020878777,277.44444444444446,0.0706713780918728,0,0,1,0.00021282585,Baixo,2026-05-11T20:10:58.511270
71,53,Feminino,Porto Alegre,PR,Conservador,175957.97,182067.97,186512.71,6,7,8,"Cripto, Renda Fixa, Fundos",Ana Souza,Moderado,5.1,145,33.7,33,1,1,10554.73999999999,0,5.998443832922141,1.2352941176470589,0.2373887240356083,1,1,1,0.27350715,Baixo,2026-05-11T20:10:58.511270
72,67,Feminino,Belo Horizonte,MG,Moderado,49435.94,63074.06,49483.7,58,240,6,"Ações, Fundos, FIIs",Mariana Costa,Moderado,0.8,168,25.4,38,1,0,47.75999999999476,1,0.09660987532551168,356.9230769230769,0.2362204724409449,0,1,1,0.96337414,Alto,2026-05-11T20:10:58.511270
73,57,Masculino,Porto Alegre,RS,Agressivo,111910.1,81606.74,164538.25,54,469,5,"Exterior, Renda Fixa",Fernanda Alves,Moderado,7.2,423,40.2,50,1,1,52628.14999999999,0,47.027167342357835,496.5882352941176,0.12437810945273631,0,1,1,0.00053512165,Baixo,2026-05-11T20:10:58.511270
74,21,Feminino,Porto Alegre,RJ,Conservador,8756.88,6644.76,9755.86,38,232,5,Exterior,Fernanda Alves,Conservador,4.2,323,2.1,29,0,0,998.9800000000014,0,11.407944382017355,293.8666666666667,2.380952380952381,0,0,1,0.0004792166,Baixo,2026-05-11T20:10:58.511270
75,19,Masculino,Curitiba,RS,Conservador,133702.63,97126.87,184120.34,41,503,0,Exterior,Ana Souza,Agressivo,5.5,407,13.2,49,0,1,50417.70999999999,0,37.70883938483483,412.46,0.0,1,1,1,0.00030631493,Baixo,2026-05-11T20:10:58.511270
76,23,Masculino,São Paulo,SP,Conservador,65282.44,52954.9,47362.75,47,525,4,"Ações, Fundos",Mariana Costa,Moderado,9.0,415,22.8,19,1,1,-17919.69,0,-27.44947952313057,1233.75,0.17543859649122806,0,0,0,0.0014972948,Baixo,2026-05-11T20:10:58.511270
77,71,Masculino,Porto Alegre,MG,Agressivo,179685.92,184135.31,199862.1,25,143,9,Cripto,Mariana Costa,Moderado,2.9,387,4.1,38,1,1,20176.17999999999,0,11.228581516014161,91.66666666666667,2.1951219512195124,1,1,1,0.4510954,Médio,2026-05-11T20:10:58.511270
78,59,Feminino,Porto Alegre,MG,Moderado,177735.52,193259.53,245485.04,39,280,2,"Fundos, Cripto, Ações",Carlos Silva,Comercial,2.8,226,34.0,22,0,0,67749.52000000002,0,38.118165687984046,474.7826086956522,0.058823529411764705,1,0,1,0.00026301504,Baixo,2026-05-11T20:10:58.511270
79,21,Masculino,Rio de Janeiro,SP,Agressivo,65732.83,47810.85,73935.97,8,295,6,"Renda Fixa, Ações, FIIs",Ana Souza,Comercial,3.0,410,19.2,40,0,1,8203.14,0,12.47951746486497,57.5609756097561,0.3125,0,1,1,0.007464751,Baixo,2026-05-11T20:10:58.511270
80,71,Masculino,São Paulo,SP,Conservador,180291.22,228534.0,224681.22,40,57,9,Fundos,João Pereira,Conservador,3.7,286,13.5,43,0,1,44390.0,1,24.621276621235356,51.81818181818182,0.6666666666666666,1,1,1,0.001452445,Baixo,2026-05-11T20:10:58.511270
81,46,Masculino,Rio de Janeiro,RJ,Moderado,199235.38,240138.25,186253.05,33,114,2,"Renda Fixa, Exterior",Lucas Oliveira,Conservador,1.5,321,0.7,34,0,0,-12982.33000000002,1,-6.516076612497246,107.48571428571428,2.857142857142857,1,1,0,0.9744382,Alto,2026-05-11T20:10:58.511270
82,35,Feminino,São Paulo,MG,Agressivo,165257.72,145090.91,112904.83,44,8,4,"Renda Fixa, Cripto, Ações",Patrícia Rocha,Conservador,7.1,326,34.7,22,1,0,-52352.89,0,-31.679542716673087,15.304347826086957,0.11527377521613832,0,0,0,0.0040683695,Baixo,2026-05-11T20:10:58.511270
83,43,Feminino,Rio de Janeiro,MG,Conservador,169129.4,126223.39,171177.6,12,51,6,Renda Fixa,Fernanda Alves,Comercial,2.5,187,40.1,53,0,0,2048.200000000012,0,1.211025404217133,11.333333333333334,0.14962593516209477,0,1,1,0.03099489,Baixo,2026-05-11T20:10:58.511270
84,61,Feminino,Porto Alegre,RJ,Conservador,50552.74,40539.87,48279.46,54,98,2,"Fundos, Renda Fixa, FIIs",João Pereira,Moderado,9.3,411,19.3,57,0,0,-2273.279999999999,0,-4.496848242053742,91.24137931034483,0.10362694300518134,0,1,0,0.016052704,Baixo,2026-05-11T20:10:58.511270
85,51,Feminino,Porto Alegre,PR,Agressivo,115763.78,89851.99,159795.02,54,564,9,"Cripto, Ações, FIIs",Fernanda Alves,Comercial,2.5,181,27.3,47,1,1,44031.23999999999,0,38.03542005971124,634.5,0.32967032967032966,0,1,1,0.0012952116,Baixo,2026-05-11T20:10:58.511270
86,27,Feminino,Curitiba,RJ,Agressivo,14383.93,11132.73,11789.01,35,217,1,"Ações, Exterior",Bruno Martins,Agressivo,2.9,93,11.3,38,0,0,-2594.92,0,-18.04041037463336,194.74358974358975,0.08849557522123894,0,1,0,0.025483105,Baixo,2026-05-11T20:10:58.511270
87,53,Masculino,Rio de Janeiro,RS,Agressivo,19888.67,20110.17,29237.55,24,440,5,"Ações, FIIs",Fernanda Alves,Conservador,3.3,172,30.1,22,1,0,9348.880000000001,0,47.00605922869655,459.1304347826087,0.16611295681063123,0,0,1,0.00041263876,Baixo,2026-05-11T20:10:58.511270
88,31,Feminino,Belo Horizonte,MG,Conservador,199779.63,169314.93,292142.61,23,512,7,Exterior,Juliana Mendes,Conservador,7.8,185,1.1,57,0,1,92362.97999999998,0,46.232431204322474,203.0344827586207,6.363636363636363,1,1,1,0.0006217382,Baixo,2026-05-11T20:10:58.511270
